Id,Id2,County,State,Population Estimate 2018
0500000US05143,5143,Washington,Arkansas,236961
0500000US05145,5145,White,Arkansas,78727
0500000US05147,5147,Woodruff,Arkansas,6490
0500000US05149,5149,Yell,Arkansas,21535
0500000US06001,6001,Alameda,California,1666753
0500000US06003,6003,Alpine,California,1101
0500000US06005,6005,Amador,California,39383
0500000US06007,6007,Butte,California,231256
0500000US06009,6009,Calaveras,California,45602
0500000US06011,6011,Colusa,California,21627
0500000US06013,6013,Contra Costa,California,1150215
0500000US06015,6015,Del Norte,California,27828
0500000US06017,6017,El Dorado,California,190678
0500000US06019,6019,Fresno,California,994400
0500000US06021,6021,Glenn,California,28047
0500000US06023,6023,Humboldt,California,136373
0500000US06025,6025,Imperial,California,181827
0500000US06027,6027,Inyo,California,17987
0500000US06029,6029,Kern,California,896764
0500000US06031,6031,Kings,California,151366
0500000US06033,6033,Lake,California,64382
0500000US06035,6035,Lassen,California,30802
0500000US06037,6037,Los Angeles,California,10105518
0500000US06039,6039,Madera,California,157672
0500000US06041,6041,Marin,California,259666
0500000US06043,6043,Mariposa,California,17471
0500000US06045,6045,Mendocino,California,87606
0500000US06047,6047,Merced,California,274765
0500000US06049,6049,Modoc,California,8777
0500000US06051,6051,Mono,California,14250
0500000US06053,6053,Monterey,California,435594
0500000US06055,6055,Napa,California,139417
0500000US06057,6057,Nevada,California,99696
0500000US06059,6059,Orange,California,3185968
0500000US06061,6061,Placer,California,393149
0500000US06063,6063,Plumas,California,18804
0500000US06065,6065,Riverside,California,2450758
0500000US06067,6067,Sacramento,California,1540975
0500000US06069,6069,San Benito,California,61537
0500000US06071,6071,San Bernardino,California,2171603
0500000US06073,6073,San Diego,California,3343364
0500000US06075,6075,San Francisco,California,883305
0500000US06077,6077,San Joaquin,California,752660
0500000US06079,6079,San Luis Obispo,California,284010
0500000US06081,6081,San Mateo,California,769545
0500000US06083,6083,Santa Barbara,California,446527
0500000US06085,6085,Santa Clara,California,1937570
0500000US06087,6087,Santa Cruz,California,274255
0500000US06089,6089,Shasta,California,180040
0500000US06091,6091,Sierra,California,2987
0500000US06093,6093,Siskiyou,California,43724
0500000US06095,6095,Solano,California,446610
0500000US06097,6097,Sonoma,California,499942
0500000US06099,6099,Stanislaus,California,549815
0500000US06101,6101,Sutter,California,96807
0500000US06103,6103,Tehama,California,63916
0500000US06105,6105,Trinity,California,12535
0500000US06107,6107,Tulare,California,465861
0500000US06109,6109,Tuolumne,California,54539
0500000US06111,6111,Ventura,California,850967
0500000US06113,6113,Yolo,California,220408
0500000US06115,6115,Yuba,California,78041
0500000US08001,8001,Adams,Colorado,511868
0500000US08003,8003,Alamosa,Colorado,16683
0500000US08005,8005,Arapahoe,Colorado,651215
0500000US08007,8007,Archuleta,Colorado,13765
0500000US08009,8009,Baca,Colorado,3585
0500000US08011,8011,Bent,Colorado,5882
0500000US08013,8013,Boulder,Colorado,326078
0500000US08014,8014,Broomfield,Colorado,69267
0500000US08015,8015,Chaffee,Colorado,20027
0500000US08017,8017,Cheyenne,Colorado,1876
0500000US08019,8019,Clear Creek,Colorado,9605
0500000US08021,8021,Conejos,Colorado,8200
0500000US08023,8023,Costilla,Colorado,3828
0500000US08025,8025,Crowley,Colorado,5858
0500000US08027,8027,Custer,Colorado,4954
0500000US08029,8029,Delta,Colorado,30953
0500000US08031,8031,Denver,Colorado,716492
0500000US08033,8033,Dolores,Colorado,2074
0500000US08035,8035,Douglas,Colorado,342776
0500000US08037,8037,Eagle,Colorado,54993
0500000US08039,8039,Elbert,Colorado,26282
0500000US08041,8041,El Paso,Colorado,713856
0500000US08043,8043,Fremont,Colorado,48021
0500000US08045,8045,Garfield,Colorado,59770
0500000US08047,8047,Gilpin,Colorado,6121
0500000US08049,8049,Grand,Colorado,15525
0500000US08051,8051,Gunnison,Colorado,17246
0500000US08053,8053,Hinsdale,Colorado,811
0500000US08055,8055,Huerfano,Colorado,6889
0500000US08057,8057,Jackson,Colorado,1399
0500000US08059,8059,Jefferson,Colorado,580233
0500000US08061,8061,Kiowa,Colorado,1383
0500000US08063,8063,Kit Carson,Colorado,7163
0500000US08065,8065,Lake,Colorado,7824
0500000US08067,8067,La Plata,Colorado,56310
0500000US08069,8069,Larimer,Colorado,350518
0500000US08071,8071,Las Animas,Colorado,14503
0500000US08073,8073,Lincoln,Colorado,5610
0500000US08075,8075,Logan,Colorado,21528
0500000US08077,8077,Mesa,Colorado,153207
0500000US08079,8079,Mineral,Colorado,776
0500000US08081,8081,Moffat,Colorado,13188
0500000US08083,8083,Montezuma,Colorado,26158
0500000US08085,8085,Montrose,Colorado,42214
0500000US08087,8087,Morgan,Colorado,28558
0500000US08089,8089,Otero,Colorado,18432
0500000US08091,8091,Ouray,Colorado,4833
0500000US08093,8093,Park,Colorado,18556
0500000US08095,8095,Phillips,Colorado,4286
0500000US08097,8097,Pitkin,Colorado,17950
0500000US08099,8099,Prowers,Colorado,12164
0500000US08101,8101,Pueblo,Colorado,167529
0500000US08103,8103,Rio Blanco,Colorado,6336
0500000US08105,8105,Rio Grande,Colorado,11250
0500000US08107,8107,Routt,Colorado,25733
0500000US08109,8109,Saguache,Colorado,6843
0500000US08111,8111,San Juan,Colorado,762
0500000US08113,8113,San Miguel,Colorado,8191
0500000US08115,8115,Sedgwick,Colorado,2303
0500000US08117,8117,Summit,Colorado,31007
0500000US08119,8119,Teller,Colorado,25083
0500000US08121,8121,Washington,Colorado,4909
0500000US08123,8123,Weld,Colorado,314305
0500000US08125,8125,Yuma,Colorado,10020
0500000US09001,9001,Fairfield,Connecticut,943823
0500000US09003,9003,Hartford,Connecticut,892697
0500000US09005,9005,Litchfield,Connecticut,181111
0500000US09007,9007,Middlesex,Connecticut,162682
0500000US09009,9009,New Haven,Connecticut,857620
0500000US09011,9011,New London,Connecticut,266784
0500000US09013,9013,Tolland,Connecticut,150921
0500000US09015,9015,Windham,Connecticut,117027
0500000US10001,10001,Kent,Delaware,178550
0500000US10003,10003,New Castle,Delaware,559335
0500000US10005,10005,Sussex,Delaware,229286
0500000US11001,11001,District of Columbia,District of Columbia,702455
0500000US12001,12001,Alachua,Florida,269956
0500000US12003,12003,Baker,Florida,28355
0500000US12005,12005,Bay,Florida,185287
0500000US12007,12007,Bradford,Florida,27732
0500000US12009,12009,Brevard,Florida,596849
0500000US12011,12011,Broward,Florida,1951260
0500000US12013,12013,Calhoun,Florida,14587
0500000US12015,12015,Charlotte,Florida,184998
0500000US12017,12017,Citrus,Florida,147929
0500000US12019,12019,Clay,Florida,216072
0500000US12021,12021,Collier,Florida,378488
0500000US12023,12023,Columbia,Florida,70503
0500000US12027,12027,DeSoto,Florida,37489
0500000US12029,12029,Dixie,Florida,16700
0500000US12031,12031,Duval,Florida,950181
0500000US12033,12033,Escambia,Florida,315534
0500000US12035,12035,Flagler,Florida,112067
0500000US12037,12037,Franklin,Florida,11736
0500000US12039,12039,Gadsden,Florida,45894
0500000US12041,12041,Gilchrist,Florida,18256
0500000US12043,12043,Glades,Florida,13724
0500000US12045,12045,Gulf,Florida,16164
0500000US12047,12047,Hamilton,Florida,14310
0500000US12049,12049,Hardee,Florida,27245
0500000US12051,12051,Hendry,Florida,41556
0500000US12053,12053,Hernando,Florida,190865
0500000US12055,12055,Highlands,Florida,105424
0500000US12057,12057,Hillsborough,Florida,1436888
0500000US12059,12059,Holmes,Florida,19477
0500000US12061,12061,Indian River,Florida,157413
0500000US12063,12063,Jackson,Florida,48305
0500000US12065,12065,Jefferson,Florida,14288
0500000US12067,12067,Lafayette,Florida,8732
0500000US12069,12069,Lake,Florida,356495
0500000US12071,12071,Lee,Florida,754610
0500000US12073,12073,Leon,Florida,292502
0500000US12075,12075,Levy,Florida,40770
0500000US12077,12077,Liberty,Florida,8457
0500000US12079,12079,Madison,Florida,18529
0500000US12081,12081,Manatee,Florida,394855
0500000US12083,12083,Marion,Florida,359977
0500000US12085,12085,Martin,Florida,160912
0500000US12086,12086,Miami-Dade,Florida,2761581
0500000US12087,12087,Monroe,Florida,75027
0500000US12089,12089,Nassau,Florida,85832
0500000US12091,12091,Okaloosa,Florida,207269
0500000US12093,12093,Okeechobee,Florida,41537
0500000US12095,12095,Orange,Florida,1380645
0500000US12097,12097,Osceola,Florida,367990
0500000US12099,12099,Palm Beach,Florida,1485941
0500000US12101,12101,Pasco,Florida,539630
0500000US12103,12103,Pinellas,Florida,975280
0500000US12105,12105,Polk,Florida,708009
0500000US12107,12107,Putnam,Florida,74163
0500000US12109,12109,St. Johns,Florida,254261
0500000US12111,12111,St. Lucie,Florida,321128
0500000US12113,12113,Santa Rosa,Florida,179349
0500000US12115,12115,Sarasota,Florida,426718
0500000US12117,12117,Seminole,Florida,467832
0500000US12119,12119,Sumter,Florida,128754
0500000US12121,12121,Suwannee,Florida,44191
0500000US12123,12123,Taylor,Florida,21623
0500000US12125,12125,Union,Florida,14940
0500000US12127,12127,Volusia,Florida,547538
0500000US12129,12129,Wakulla,Florida,32461
0500000US12131,12131,Walton,Florida,71375
0500000US12133,12133,Washington,Florida,24880
0500000US13001,13001,Appling,Georgia,18507
0500000US13003,13003,Atkinson,Georgia,8297
0500000US13005,13005,Bacon,Georgia,11185
0500000US13007,13007,Baker,Georgia,3092
0500000US13009,13009,Baldwin,Georgia,44823
0500000US13011,13011,Banks,Georgia,18988
0500000US13013,13013,Barrow,Georgia,80809
0500000US13015,13015,Bartow,Georgia,106408
0500000US13017,13017,Ben Hill,Georgia,16787
0500000US13019,13019,Berrien,Georgia,19252
0500000US13021,13021,Bibb,Georgia,153095
0500000US13023,13023,Bleckley,Georgia,12838
0500000US13025,13025,Brantley,Georgia,18897
0500000US13027,13027,Brooks,Georgia,15513
0500000US13029,13029,Bryan,Georgia,38109
0500000US13031,13031,Bulloch,Georgia,77296
0500000US13033,13033,Burke,Georgia,22423
0500000US13035,13035,Butts,Georgia,24193
0500000US13037,13037,Calhoun,Georgia,6352
0500000US13039,13039,Camden,Georgia,53677
0500000US13043,13043,Candler,Georgia,10836
0500000US13045,13045,Carroll,Georgia,118121
0500000US13047,13047,Catoosa,Georgia,67420
0500000US13049,13049,Charlton,Georgia,12968
0500000US13051,13051,Chatham,Georgia,289195
0500000US13053,13053,Chattahoochee,Georgia,10684
0500000US13055,13055,Chattooga,Georgia,24790
0500000US13057,13057,Cherokee,Georgia,254149
0500000US13059,13059,Clarke,Georgia,127330
0500000US13061,13061,Clay,Georgia,2887
0500000US13063,13063,Clayton,Georgia,289615
0500000US13065,13065,Clinch,Georgia,6648
0500000US13067,13067,Cobb,Georgia,756865
0500000US13069,13069,Coffee,Georgia,43093
0500000US13071,13071,Colquitt,Georgia,45592
0500000US13073,13073,Columbia,Georgia,154291
0500000US13075,13075,Cook,Georgia,17162
0500000US13077,13077,Coweta,Georgia,145864
0500000US13079,13079,Crawford,Georgia,12318
0500000US13081,13081,Crisp,Georgia,22601
0500000US13083,13083,Dade,Georgia,16226
0500000US13085,13085,Dawson,Georgia,25083
0500000US13087,13087,Decatur,Georgia,26575
0500000US13089,13089,DeKalb,Georgia,756558
0500000US13091,13091,Dodge,Georgia,20705
0500000US13093,13093,Dooly,Georgia,13706
0500000US13095,13095,Dougherty,Georgia,91243
0500000US13097,13097,Douglas,Georgia,145331
0500000US13099,13099,Early,Georgia,10247
0500000US13101,13101,Echols,Georgia,4000
0500000US13103,13103,Effingham,Georgia,62190
0500000US13105,13105,Elbert,Georgia,19120
0500000US13107,13107,Emanuel,Georgia,22612
0500000US13109,13109,Evans,Georgia,10721
0500000US13111,13111,Fannin,Georgia,25964
0500000US13113,13113,Fayette,Georgia,113459
0500000US13115,13115,Floyd,Georgia,97927
0500000US13117,13117,Forsyth,Georgia,236612
0500000US13119,13119,Franklin,Georgia,23023
0500000US13121,13121,Fulton,Georgia,1050114
0500000US13123,13123,Gilmer,Georgia,30816
0500000US13125,13125,Glascock,Georgia,2995
0500000US13127,13127,Glynn,Georgia,85219
0500000US13129,13129,Gordon,Georgia,57685
0500000US13131,13131,Grady,Georgia,24748
0500000US13133,13133,Greene,Georgia,17698
0500000US13135,13135,Gwinnett,Georgia,927781
0500000US13137,13137,Habersham,Georgia,45388
0500000US13139,13139,Hall,Georgia,202148
0500000US13141,13141,Hancock,Georgia,8348
0500000US13143,13143,Haralson,Georgia,29533
0500000US13145,13145,Harris,Georgia,34475
0500000US13147,13147,Hart,Georgia,26099
0500000US13149,13149,Heard,Georgia,11879
0500000US13151,13151,Henry,Georgia,230220
0500000US13153,13153,Houston,Georgia,155469
0500000US13155,13155,Irwin,Georgia,9398
0500000US13157,13157,Jackson,Georgia,70422
0500000US13159,13159,Jasper,Georgia,14040
0500000US13161,13161,Jeff Davis,Georgia,15029
0500000US13163,13163,Jefferson,Georgia,15430
0500000US13165,13165,Jenkins,Georgia,8683
0500000US13167,13167,Johnson,Georgia,9708
0500000US13169,13169,Jones,Georgia,28616
0500000US13171,13171,Lamar,Georgia,19000
0500000US13173,13173,Lanier,Georgia,10340
0500000US13175,13175,Laurens,Georgia,47325
0500000US13177,13177,Lee,Georgia,29764
0500000US13179,13179,Liberty,Georgia,61497
0500000US13181,13181,Lincoln,Georgia,7915
0500000US13183,13183,Long,Georgia,18998
0500000US13185,13185,Lowndes,Georgia,116321
0500000US13187,13187,Lumpkin,Georgia,32955
0500000US13189,13189,McDuffie,Georgia,21531
0500000US13191,13191,McIntosh,Georgia,14340
0500000US13193,13193,Macon,Georgia,13143
0500000US13195,13195,Madison,Georgia,29650
0500000US13197,13197,Marion,Georgia,8351
0500000US13199,13199,Meriwether,Georgia,21068
0500000US13201,13201,Miller,Georgia,5686
0500000US13205,13205,Mitchell,Georgia,22192
0500000US13207,13207,Monroe,Georgia,27520
0500000US13209,13209,Montgomery,Georgia,9193
0500000US13211,13211,Morgan,Georgia,18853
0500000US13213,13213,Murray,Georgia,39921
0500000US13215,13215,Muscogee,Georgia,194160
0500000US13217,13217,Newton,Georgia,109541
0500000US13219,13219,Oconee,Georgia,39272
0500000US13221,13221,Oglethorpe,Georgia,15054
0500000US13223,13223,Paulding,Georgia,164044
0500000US13225,13225,Peach,Georgia,27297
0500000US13227,13227,Pickens,Georgia,31980
0500000US13229,13229,Pierce,Georgia,19389
0500000US13231,13231,Pike,Georgia,18634
0500000US13233,13233,Polk,Georgia,42470
0500000US13235,13235,Pulaski,Georgia,11069
0500000US13237,13237,Putnam,Georgia,21809
0500000US13239,13239,Quitman,Georgia,2279
0500000US13241,13241,Rabun,Georgia,16867
0500000US13243,13243,Randolph,Georgia,6833
0500000US13245,13245,Richmond,Georgia,201554
0500000US13247,13247,Rockdale,Georgia,90594
0500000US13249,13249,Schley,Georgia,5236
0500000US13251,13251,Screven,Georgia,13938
0500000US13253,13253,Seminole,Georgia,8315
0500000US13255,13255,Spalding,Georgia,66100
0500000US13257,13257,Stephens,Georgia,26035
0500000US13259,13259,Stewart,Georgia,6199
0500000US13261,13261,Sumter,Georgia,29733
0500000US13263,13263,Talbot,Georgia,6272
0500000US13265,13265,Taliaferro,Georgia,1608
0500000US13267,13267,Tattnall,Georgia,25391
0500000US13269,13269,Taylor,Georgia,8039
0500000US13271,13271,Telfair,Georgia,15876
0500000US13273,13273,Terrell,Georgia,8611
0500000US13275,13275,Thomas,Georgia,44448
0500000US13277,13277,Tift,Georgia,40571
0500000US13279,13279,Toombs,Georgia,26887
0500000US13281,13281,Towns,Georgia,11852
0500000US13283,13283,Treutlen,Georgia,6809
0500000US13285,13285,Troup,Georgia,70034
0500000US13287,13287,Turner,Georgia,7912
0500000US13289,13289,Twiggs,Georgia,8188
0500000US13291,13291,Union,Georgia,24001
0500000US13293,13293,Upson,Georgia,26215
0500000US13295,13295,Walker,Georgia,69410
0500000US13297,13297,Walton,Georgia,93503
0500000US13299,13299,Ware,Georgia,35680
0500000US13301,13301,Warren,Georgia,5251
0500000US13303,13303,Washington,Georgia,20386
0500000US13305,13305,Wayne,Georgia,29808
0500000US13307,13307,Webster,Georgia,2611
0500000US13309,13309,Wheeler,Georgia,7879
0500000US13311,13311,White,Georgia,29970
0500000US13313,13313,Whitfield,Georgia,104062
0500000US13315,13315,Wilcox,Georgia,8812
0500000US13317,13317,Wilkes,Georgia,9876
0500000US13319,13319,Wilkinson,Georgia,9036
0500000US13321,13321,Worth,Georgia,20299
0500000US15001,15001,Hawaii,Hawaii,200983
0500000US15003,15003,Honolulu,Hawaii,980080
0500000US15005,15005,Kalawao,Hawaii,88
0500000US15007,15007,Kauai,Hawaii,72133
0500000US15009,15009,Maui,Hawaii,167207
0500000US16001,16001,Ada,Idaho,469966
0500000US16003,16003,Adams,Idaho,4250
0500000US16005,16005,Bannock,Idaho,87138
0500000US16007,16007,Bear Lake,Idaho,6050
0500000US16009,16009,Benewah,Idaho,9226
0500000US16011,16011,Bingham,Idaho,46236
0500000US16013,16013,Blaine,Idaho,22601
0500000US16015,16015,Boise,Idaho,7634
0500000US16017,16017,Bonner,Idaho,44727
0500000US16019,16019,Bonneville,Idaho,116854
0500000US16021,16021,Boundary,Idaho,11948
0500000US16023,16023,Butte,Idaho,2611
0500000US16025,16025,Camas,Idaho,1127
0500000US16027,16027,Canyon,Idaho,223499
0500000US16029,16029,Caribou,Idaho,7060
0500000US16031,16031,Cassia,Idaho,23864
0500000US16033,16033,Clark,Idaho,852
0500000US16035,16035,Clearwater,Idaho,8758
0500000US16037,16037,Custer,Idaho,4280
0500000US16039,16039,Elmore,Idaho,27259
0500000US16041,16041,Franklin,Idaho,13726
0500000US16043,16043,Fremont,Idaho,13168
0500000US16045,16045,Gem,Idaho,17634
0500000US16047,16047,Gooding,Idaho,15196
0500000US16049,16049,Idaho,Idaho,16513
0500000US16051,16051,Jefferson,Idaho,29439
0500000US16053,16053,Jerome,Idaho,24015
0500000US16055,16055,Kootenai,Idaho,161505
0500000US16057,16057,Latah,Idaho,40134
0500000US16059,16059,Lemhi,Idaho,7961
0500000US16061,16061,Lewis,Idaho,3861
0500000US16063,16063,Lincoln,Idaho,5360
0500000US16065,16065,Madison,Idaho,39304
0500000US16067,16067,Minidoka,Idaho,20825
0500000US16069,16069,Nez Perce,Idaho,40408
0500000US16071,16071,Oneida,Idaho,4488
0500000US16073,16073,Owyhee,Idaho,11693
0500000US16075,16075,Payette,Idaho,23551
0500000US16077,16077,Power,Idaho,7768
0500000US16079,16079,Shoshone,Idaho,12796
0500000US16081,16081,Teton,Idaho,11640
0500000US16083,16083,Twin Falls,Idaho,86081
0500000US16085,16085,Valley,Idaho,11041
0500000US16087,16087,Washington,Idaho,10161
0500000US17001,17001,Adams,Illinois,65691
0500000US17003,17003,Alexander,Illinois,6060
0500000US17005,17005,Bond,Illinois,16630
0500000US17007,17007,Boone,Illinois,53577
0500000US17009,17009,Brown,Illinois,6556
0500000US17011,17011,Bureau,Illinois,32993
0500000US17013,17013,Calhoun,Illinois,4802
0500000US17015,17015,Carroll,Illinois,14312
